model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Other,Petrol
 S-MAX,2017,18998,20397,52.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,12330,73783,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19061,33843,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,14120,42750,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17590,27229,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,20941,6538,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,14620,22231,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,18030,16583,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16407,35201,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18000,32493,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,13277,63691,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,18395,33261,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,16490,31315,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2016,15895,34754,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17980,16270,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2015,15440,24421,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,17999,38857,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19695,29678,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2018,17998,27672,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17999,40443,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,20999,17864,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15791,42148,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,14990,49789,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,23038,15019,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,21975,18801,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2019,24000,5,34.0,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,14998,46362,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16698,29582,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16491,28744,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,17999,20390,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,13498,60200,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17900,13771,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2016,15671,30457,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,20999,12299,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15895,56583,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,19995,13969,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,19995,19398,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,14495,50079,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,24995,9252,33.6,1.5,0,1,0,0,0,0,0,1
 S-MAX,2015,14995,30702,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,18995,44229,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,16998,35940,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,17998,16575,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17295,16634,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,24000,16815,54.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,26000,6145,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,18491,27330,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,26000,4150,54.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,16998,26635,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,28900,3676,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2018,26900,9305,51.4,2.0,1,0,0,1,0,0,0,0
 S-MAX,2019,29499,8998,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,18999,35196,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,19150,23570,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16201,36677,56.5,1.5,0,1,0,1,0,0,0,0
 S-MAX,2016,14310,52216,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2015,18992,16400,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2019,25990,12567,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,30000,623,43.5,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,28000,7400,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17700,23105,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,29499,8998,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2015,10495,20682,54.3,1.6,0,1,0,1,0,0,0,0
 S-MAX,2019,23995,10550,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,15800,37500,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19250,32805,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,20495,30478,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,21495,13000,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17950,28280,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,20500,16840,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,17400,13406,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,23400,14082,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16200,54371,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15800,29246,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,28995,5029,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,12795,50691,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16699,26889,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,19499,27119,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,19491,10908,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16479,31766,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2019,25991,8158,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16660,18366,56.5,2.0,0,0,1,1,0,0,0,0
 S-MAX,2018,21750,18153,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,16630,23905,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2015,13979,53855,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,15479,41391,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16779,44424,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,33979,4988,43.5,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,22979,8199,33.6,1.5,0,1,0,0,0,0,0,1
 S-MAX,2019,23179,12036,33.6,1.5,0,1,0,0,0,0,0,1
 S-MAX,2019,24979,10026,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17800,27547,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18800,22254,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2015,18499,24622,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,16499,26410,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17299,31355,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,25399,8457,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17199,25329,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,19299,19198,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18699,26372,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15000,33770,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15498,34000,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15496,50000,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,24500,13156,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19399,28225,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16899,36545,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17199,32942,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,20199,10824,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2017,16899,36791,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16599,42385,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19799,30008,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19199,26577,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18799,23278,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18399,32331,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18999,24434,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16499,33071,43.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,24190,13301,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,19000,35665,54.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,15699,24553,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,23795,14233,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19800,19090,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17495,30000,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,16990,18748,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,25470,13000,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19570,27434,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2016,17000,17793,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2020,22991,51,47.1,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19100,16050,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2015,14990,55474,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,16790,33721,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17000,23012,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,25500,15519,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,16000,29509,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,24400,11704,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16299,16974,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,19299,29861,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,15999,39014,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15520,22497,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,23000,5352,53.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,18000,20152,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2016,16000,34464,56.5,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,27000,4850,54.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,17495,8151,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16250,25373,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,21500,16000,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,17750,20257,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2017,16690,20771,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,25000,9544,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,24690,9544,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,21000,16000,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2019,24690,12771,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,25000,9544,54.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,21000,28167,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2020,33000,1500,43.5,2.0,0,0,1,1,0,0,0,0
 S-MAX,2019,22750,6000,53.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,15000,49001,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2014,10911,40000,39.8,2.2,1,0,0,1,0,0,0,0
 S-MAX,2017,15775,35939,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15700,34247,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,19750,28000,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,15500,40000,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15990,30000,56.5,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,15499,45018,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16999,40166,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,16399,24886,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17999,16018,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17988,36918,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15199,22589,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,18499,10172,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,15369,36932,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2012,10997,39125,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,14331,33230,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,17986,52835,51.4,2.0,1,0,0,1,0,0,0,0
 S-MAX,2020,32999,49,43.5,2.0,1,0,0,1,0,0,0,0
 S-MAX,2015,8199,88570,49.6,2.0,0,1,0,1,0,0,0,0
 S-MAX,2011,5990,108343,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,14800,32469,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16949,39140,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17000,56372,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2013,9000,42522,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,14000,38955,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17489,17081,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,14989,35680,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2014,9990,19391,54.3,1.6,0,1,0,1,0,0,0,0
 S-MAX,2016,17899,25648,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,18299,14401,51.4,2.0,1,0,0,1,0,0,0,0
 S-MAX,2016,14498,9966,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2008,4695,72900,45.6,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15857,29118,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,16450,29156,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,18490,47612,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2013,7999,50000,53.3,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,17495,23154,56.5,1.5,0,1,0,1,0,0,0,0
 S-MAX,2016,16995,26284,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2013,11000,71430,39.8,2.2,1,0,0,1,0,0,0,0
 S-MAX,2017,11495,97390,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2015,11500,82370,56.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2011,6990,67507,50.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2010,6490,71363,47.1,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17499,33453,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2006,3875,120000,44.1,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,15795,32668,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,20995,35805,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2013,7899,81514,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,19999,17116,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2013,10000,80611,47.1,2.0,0,0,1,1,0,0,0,0
 S-MAX,2006,2995,111000,45.6,1.8,0,1,0,1,0,0,0,0
 S-MAX,2017,15450,39065,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2018,18949,21317,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,11295,111770,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,13379,65904,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,17500,35000,56.5,2.0,1,0,0,1,0,0,0,0
 S-MAX,2019,35000,3450,51.4,2.0,1,0,0,1,0,0,0,0
 S-MAX,2011,5995,113000,47.1,2.0,0,1,0,1,0,0,0,0
 S-MAX,2007,2995,129000,45.6,1.8,0,1,0,1,0,0,0,0
 S-MAX,2017,19000,21787,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,15880,46200,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2015,16990,38000,35.8,2.0,1,0,0,0,0,0,0,1
 S-MAX,2017,19000,33620,51.4,2.0,0,0,1,1,0,0,0,0
 S-MAX,2011,4990,111200,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,15895,50754,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2012,5995,108822,47.1,2.0,0,0,1,1,0,0,0,0
 S-MAX,2014,11995,25459,39.8,2.2,1,0,0,1,0,0,0,0
 S-MAX,2009,5685,59496,42.8,2.2,0,1,0,1,0,0,0,0
 S-MAX,2008,4890,106000,29.1,2.3,1,0,0,0,0,0,0,1
 S-MAX,2015,13990,18000,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,18300,33219,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2014,9488,62000,47.1,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,16000,28326,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,17000,32882,51.4,2.0,0,1,0,1,0,0,0,0
 S-MAX,2017,16000,25962,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,13750,35487,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2016,14500,42153,56.5,2.0,0,1,0,1,0,0,0,0
 S-MAX,2013,8495,75000,54.3,1.6,0,1,0,1,0,0,0,0
 S-MAX,2015,10450,42020,54.3,1.6,0,1,0,1,0,0,0,0
 S-MAX,2017,19999,14781,52.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2007,2400,144000,44.1,2.0,0,1,0,1,0,0,0,0
 S-MAX,2019,25000,13200,53.3,2.0,1,0,0,1,0,0,0,0
 S-MAX,2020,30000,1000,43.5,2.0,1,0,0,1,0,0,0,0
 S-MAX,2017,15999,36384,43.5,1.5,0,1,0,0,0,0,0,1
 S-MAX,2016,15499,32027,52.3,2.0,0,0,1,1,0,0,0,0
 S-MAX,2016,21499,20179,51.4,2.0,0,0,1,1,0,0,0,0
